binID,chr,start,end,count,blID,blType
1,chr1,0,792500,37634,hsHSR_1,2
2,chr1,91386300,91388400,99,hsLM_1,1
3,chr1,103594400,103760600,2526,hsHSR_2,2
4,chr1,121605200,124938900,25028,hsHSR_3,2
5,chr1,125067600,125086000,276,hsHSR_4,2
6,chr1,125130200,143562200,70247,hsHSR_5,2
7,chr1,161423100,161472400,7407,hsHSR_6,2
8,chr1,168348600,168349900,271,hsHSR_7,2
9,chr1,224010800,224017000,263,hsHSR_8,2
10,chr1,236713000,236715600,324,hsLM_2,1
11,chr1,248932700,248956400,619,hsHSR_9,2
167,chr2,1221700,1223900,56,hsHSR_146,2
168,chr2,1594700,1605200,65,hsHSR_147,2
169,chr2,3179600,3182100,25,hsHSR_148,2
170,chr2,4643800,4648800,915,hsHSR_149,2
171,chr2,10952800,10955000,10,hsHSR_150,2
172,chr2,13718700,13737700,1476,hsHSR_151,2
173,chr2,21903500,21906400,577,hsHSR_152,2
174,chr2,32865900,32869900,1926,hsHSR_153,2
175,chr2,32915300,32918400,2428,hsHSR_154,2
176,chr2,33766500,33768400,4,hsHSR_155,2
177,chr2,36183000,36184500,3,hsHSR_156,2
178,chr2,49228700,49230700,438,hsHSR_157,2
179,chr2,64359300,64377000,876,hsHSR_158,2
180,chr2,86655300,86661100,976,hsHSR_159,2
181,chr2,86900700,87078100,20949,hsLM_22,1
182,chr2,87119300,87189800,9652,hsLM_23,1
183,chr2,87217000,87866200,77826,hsHSR_160,2
184,chr2,88771000,88806500,2738,hsHSR_161,2
185,chr2,89235300,89947100,26682,hsHSR_162,2
186,chr2,90246300,91735500,36940,hsHSR_163,2
187,chr2,91783000,91924800,14579,hsLM_24,1
188,chr2,91969000,94569500,22664,hsHSR_164,2
189,chr2,95849400,96067900,14931,hsHSR_165,2
190,chr2,97106300,97615800,28081,hsHSR_166,2
191,chr2,109198400,109200700,320,hsHSR_167,2
192,chr2,109744600,110095200,34410,hsHSR_168,2
193,chr2,110229200,110633400,39670,hsLM_25,1
194,chr2,111253600,111500500,25793,hsLM_26,1
195,chr2,112346200,112441300,12872,hsLM_27,1
196,chr2,113370100,113662700,42213,hsHSR_169,2
197,chr2,130496800,130716400,24298,hsHSR_170,2
198,chr2,132201000,132288900,5663,hsHSR_171,2
199,chr2,132353600,132364500,993,hsHSR_172,2
200,chr2,148880800,148882800,19,hsHSR_173,2
201,chr2,161277700,161283400,596,hsHSR_174,2
202,chr2,181274800,181276800,89,hsHSR_175,2
203,chr2,226108500,226110400,659,hsHSR_176,2
204,chr2,234889800,234894400,986,hsHSR_177,2
205,chr2,239642200,239645600,239,hsHSR_178,2
206,chr2,240308100,240310300,76,hsHSR_179,2
207,chr2,241589300,241591800,40,hsHSR_180,2
208,chr2,242005900,242011100,18,hsHSR_181,2
209,chr2,242110100,242193500,5122,hsHSR_182,2
232,chr3,0,11600,84,hsHSR_205,2
233,chr3,3895200,3896700,250,hsHSR_206,2
