binID,chr,start,end,count,blID,blType
1,chr1,0,792500,56060,hsHSR_1,2
2,chr1,91386300,91388400,406,hsLM_1,1
3,chr1,103594400,103760600,3159,hsHSR_2,2
4,chr1,121605200,124938900,46438,hsHSR_3,2
5,chr1,125067600,125086000,669,hsHSR_4,2
6,chr1,125130200,143562200,110541,hsHSR_5,2
7,chr1,161423100,161472400,41993,hsHSR_6,2
8,chr1,168348600,168349900,386,hsHSR_7,2
9,chr1,224010800,224017000,617,hsHSR_8,2
10,chr1,236713000,236715600,386,hsLM_2,1
11,chr1,248932700,248956400,1093,hsHSR_9,2
167,chr2,1221700,1223900,131,hsHSR_146,2
168,chr2,1594700,1605200,236,hsHSR_147,2
169,chr2,3179600,3182100,388,hsHSR_148,2
170,chr2,4643800,4648800,1095,hsHSR_149,2
171,chr2,10952800,10955000,182,hsHSR_150,2
172,chr2,13718700,13737700,1259,hsHSR_151,2
173,chr2,21903500,21906400,442,hsHSR_152,2
174,chr2,32865900,32869900,4770,hsHSR_153,2
175,chr2,32915300,32918400,1197,hsHSR_154,2
176,chr2,33766500,33768400,40,hsHSR_155,2
177,chr2,36183000,36184500,1,hsHSR_156,2
178,chr2,49228700,49230700,303,hsHSR_157,2
179,chr2,64359300,64377000,1043,hsHSR_158,2
180,chr2,86655300,86661100,2135,hsHSR_159,2
181,chr2,86900700,87078100,28660,hsLM_22,1
182,chr2,87119300,87189800,11167,hsLM_23,1
183,chr2,87217000,87866200,71139,hsHSR_160,2
184,chr2,88771000,88806500,2846,hsHSR_161,2
185,chr2,89235300,89947100,34109,hsHSR_162,2
186,chr2,90246300,91735500,60298,hsHSR_163,2
187,chr2,91783000,91924800,19471,hsLM_24,1
188,chr2,91969000,94569500,39911,hsHSR_164,2
189,chr2,95849400,96067900,22614,hsHSR_165,2
190,chr2,97106300,97615800,35229,hsHSR_166,2
191,chr2,109198400,109200700,459,hsHSR_167,2
192,chr2,109744600,110095200,42447,hsHSR_168,2
193,chr2,110229200,110633400,49636,hsLM_25,1
194,chr2,111253600,111500500,19848,hsLM_26,1
195,chr2,112346200,112441300,17227,hsLM_27,1
196,chr2,113370100,113662700,55643,hsHSR_169,2
197,chr2,130496800,130716400,31285,hsHSR_170,2
198,chr2,132201000,132288900,14026,hsHSR_171,2
199,chr2,132353600,132364500,1615,hsHSR_172,2
200,chr2,148880800,148882800,25,hsHSR_173,2
201,chr2,161277700,161283400,1992,hsHSR_174,2
202,chr2,181274800,181276800,75,hsHSR_175,2
203,chr2,226108500,226110400,420,hsHSR_176,2
204,chr2,234889800,234894400,903,hsHSR_177,2
205,chr2,239642200,239645600,398,hsHSR_178,2
206,chr2,240308100,240310300,73,hsHSR_179,2
207,chr2,241589300,241591800,48,hsHSR_180,2
208,chr2,242005900,242011100,875,hsHSR_181,2
209,chr2,242110100,242193500,4839,hsHSR_182,2
232,chr3,0,11600,141,hsHSR_205,2
233,chr3,3895200,3896700,246,hsHSR_206,2
234,chr3,4916700,4922500,1660,hsHSR_207,2
235,chr3,14091000,14092500,384,hsHSR_208,2
236,chr3,15187200,15207800,6380,hsHSR_209,2
237,chr3,15592100,15603300,6424,hsHSR_210,2
238,chr3,16176800,16179200,42,hsHSR_211,2
239,chr3,16679700,16682500,506,hsHSR_212,2
240,chr3,19499700,19504000,695,hsHSR_213,2
241,chr3,19624000,19627100,400,hsHSR_214,2
242,chr3,21983200,21988100,949,hsHSR_215,2
243,chr3,24053500,24054900,377,hsHSR_216,2
244,chr3,26384800,26404100,5222,hsHSR_217,2
245,chr3,29993900,29999900,3079,hsHSR_218,2
246,chr3,36987500,36995000,2701,hsHSR_219,2
247,chr3,38083400,38085400,480,hsHSR_220,2
248,chr3,38406100,38430900,7146,hsHSR_221,2
249,chr3,39366700,39386000,8294,hsHSR_222,2
250,chr3,40219400,40240500,2550,hsHSR_223,2
251,chr3,49671000,49696700,13773,hsHSR_224,2
252,chr3,51457800,51462000,946,hsHSR_225,2
253,chr3,57326800,57328500,167,hsHSR_226,2
254,chr3,65124100,65126100,592,hsHSR_227,2
255,chr3,65510000,65513900,982,hsHSR_228,2
256,chr3,65697400,65699300,308,hsHSR_229,2
257,chr3,66273800,66275200,291,hsHSR_230,2
258,chr3,68076400,68077800,250,hsHSR_231,2
259,chr3,69047300,69053600,3887,hsHSR_232,2
260,chr3,69475300,69479700,942,hsHSR_233,2
261,chr3,75630100,75707800,10542,hsHSR_234,2
262,chr3,75736400,75754600,1145,hsHSR_235,2
263,chr3,78948800,78950500,294,hsHSR_236,2
264,chr3,80876000,80894000,2111,hsHSR_237,2
265,chr3,89345600,89370500,4267,hsHSR_238,2
266,chr3,90156400,90175500,2969,hsHSR_239,2
267,chr3,90455400,91297100,11765,hsHSR_240,2
268,chr3,91516200,93749200,24701,hsHSR_241,2
269,chr3,96616300,96619300,127,hsHSR_242,2
270,chr3,97905100,97923200,3668,hsHSR_243,2
271,chr3,101674800,101698400,12928,hsHSR_244,2
